"","NIF","rendicionCuentasID","tipoYNombre","cumple2013","cumple2014","cumple2015"
"7077","P4706700D",7295,"Ayuntamiento Fuensaldaña","TRUE","TRUE","TRUE"
"7078","P4706800B",7296,"Ayuntamiento Fuente el Sol","TRUE","TRUE","TRUE"
"7079","P4706900J",7297,"Ayuntamiento Fuente-Olmedo","TRUE","TRUE","TRUE"
"7080","P4707000H",7298,"Ayuntamiento Gallegos de Hornija","TRUE","TRUE",NA
"7081","P4707100F",7299,"Ayuntamiento Gatón de Campos","TRUE","TRUE","TRUE"
"7082","P4707200D",7300,"Ayuntamiento Geria","TRUE","TRUE","TRUE"
"7083","P4707400J",7301,"Ayuntamiento Herrín de Campos","TRUE","TRUE","TRUE"
"7084","P4707500G",7302,"Ayuntamiento Hornillos de Eresma","TRUE","TRUE",NA
"7085","P4707600E",7303,"Ayuntamiento Íscar","TRUE","TRUE","TRUE"
"7086","P4707800A",7305,"Ayuntamiento Langayo","TRUE","TRUE","TRUE"
"7087","P4707900I",7307,"Ayuntamiento Lomoviejo","TRUE","TRUE","TRUE"
"7088","P4708000G",7306,"Ayuntamiento Llano de Olmedo","TRUE","TRUE","TRUE"
"7089","P4708100E",7308,"Ayuntamiento Manzanillo","TRUE","TRUE","TRUE"
"7090","P4708200C",7309,"Ayuntamiento Marzales","TRUE","TRUE","TRUE"
"7091","P4708300A",7310,"Ayuntamiento Matapozuelos","TRUE","TRUE","TRUE"
"7092","P4708400I",7311,"Ayuntamiento Matilla de los Caños","TRUE","TRUE","TRUE"
"7093","P4708500F",7312,"Ayuntamiento Mayorga","TRUE","TRUE","TRUE"
"7094","P4708600D",7314,"Ayuntamiento Medina del Campo","TRUE","TRUE","TRUE"
"7095","P4708700B",7313,"Ayuntamiento Medina de Rioseco","TRUE","TRUE","TRUE"
"7096","P4708800J",7315,"Ayuntamiento Megeces","TRUE","TRUE","TRUE"
"7097","P4708900H",7316,"Ayuntamiento Melgar de Abajo","TRUE","TRUE","TRUE"
"7098","P4709000F",7317,"Ayuntamiento Melgar de Arriba","TRUE","TRUE","TRUE"
"7099","P4709100D",7318,"Ayuntamiento Mojados","TRUE","TRUE","TRUE"
"7100","P4709200B",7319,"Ayuntamiento Monasterio de Vega","TRUE","TRUE","TRUE"
"7101","P4709300J",7320,"Ayuntamiento Montealegre de Campos","TRUE","TRUE","TRUE"
"7102","P4709400H",7321,"Ayuntamiento Montemayor de Pililla","TRUE","TRUE","TRUE"
"7103","P4709500E",7322,"Ayuntamiento Moral de la Reina","TRUE","TRUE","TRUE"
"7104","P4709600C",7323,"Ayuntamiento Moraleja de las Panaderas","TRUE","TRUE","TRUE"
"7105","P4709700A",7324,"Ayuntamiento Morales de Campos","TRUE","TRUE","TRUE"
"7106","P4709800I",7325,"Ayuntamiento Mota del Marqués","TRUE","TRUE","TRUE"
"7107","P4709900G",7326,"Ayuntamiento Mucientes","TRUE","TRUE","TRUE"
"7108","P4710000C",7327,"Ayuntamiento La Mudarra","TRUE","TRUE","TRUE"
"7109","P4710100A",7328,"Ayuntamiento Muriel","TRUE","TRUE",NA
"7110","P4710200I",7329,"Ayuntamiento Nava del Rey","TRUE","TRUE","TRUE"
"7111","P4710300G",7330,"Ayuntamiento Nueva Villa de las Torres","TRUE","TRUE","TRUE"
"7112","P4710400E",7331,"Ayuntamiento Olivares de Duero","TRUE","TRUE",NA
"7113","P4710600J",7333,"Ayuntamiento Olmos de Esgueva","TRUE","TRUE","TRUE"
"7114","P4710700H",7334,"Ayuntamiento Olmos de Peñafiel","TRUE","TRUE","TRUE"
"7115","P4711000B",7335,"Ayuntamiento Palazuelo de Vedija","TRUE","TRUE",NA
"7116","P4711100J",7336,"Ayuntamiento La Parrilla","TRUE","TRUE","TRUE"
"7117","P4711200H",7337,"Ayuntamiento La Pedraja de Portillo","TRUE","TRUE","TRUE"
"7118","P4711300F",7338,"Ayuntamiento Pedrajas de San Esteban","TRUE","TRUE","TRUE"
"7119","P4711400D",7339,"Ayuntamiento Pedrosa del Rey","TRUE","TRUE",NA
"7120","P4711600I",7341,"Ayuntamiento Peñaflor de Hornija","TRUE","TRUE","TRUE"
"7121","P4711700G",7342,"Ayuntamiento Pesquera de Duero","TRUE","TRUE","TRUE"
"7122","P4711800E",7343,"Ayuntamiento Piña de Esgueva","TRUE","TRUE","TRUE"
"7123","P4711900C",7344,"Ayuntamiento Piñel de Abajo","TRUE","TRUE","TRUE"
"7124","P4712000A",7345,"Ayuntamiento Piñel de Arriba","TRUE","TRUE","TRUE"
"7125","P4712200G",7346,"Ayuntamiento Pollos","TRUE","TRUE","TRUE"
"7126","P4712300E",7347,"Ayuntamiento Portillo","TRUE","TRUE","TRUE"
"7127","P4712400C",7348,"Ayuntamiento Pozal de Gallinas","TRUE","TRUE","TRUE"
"7128","P4712500J",7349,"Ayuntamiento Pozaldez","TRUE","TRUE","TRUE"
"7129","P4712600H",7350,"Ayuntamiento Pozuelo de la Orden","TRUE","TRUE",NA
"7130","P4712700F",7351,"Ayuntamiento Puras","TRUE","TRUE","TRUE"
"7131","P4712800D",7352,"Ayuntamiento Quintanilla de Arriba","TRUE","TRUE","TRUE"
"7132","P4712900B",7355,"Ayuntamiento Quintanilla del Molar","TRUE","TRUE","TRUE"
"7133","P4713000J",7353,"Ayuntamiento Quintanilla de Onésimo","TRUE",NA,NA
"7134","P4713100H",7354,"Ayuntamiento Quintanilla de Trigueros","TRUE","TRUE","TRUE"
"7135","P4713200F",7356,"Ayuntamiento Rábano","TRUE","TRUE","TRUE"
"7136","P4713300D",7357,"Ayuntamiento Ramiro","TRUE","TRUE","TRUE"
"7137","P4713400B",7358,"Ayuntamiento Renedo de Esgueva","TRUE","TRUE","TRUE"
"7138","P4713500I",7359,"Ayuntamiento Roales de Campos","TRUE","TRUE","TRUE"
"7139","P4713600G",7360,"Ayuntamiento Robladillo","TRUE","TRUE","TRUE"
"7140","P4713800C",7361,"Ayuntamiento Roturas","TRUE","TRUE","TRUE"
"7141","P4713900A",7362,"Ayuntamiento Rubí de Bracamonte","TRUE","TRUE","TRUE"
"7142","P4714000I",7363,"Ayuntamiento Rueda","TRUE","TRUE","TRUE"
"7143","P4714100G",7364,"Ayuntamiento Saelices de Mayorga","TRUE","TRUE","TRUE"
"7144","P4714200E",7365,"Ayuntamiento Salvador de Zapardiel","TRUE","TRUE","TRUE"
"7145","P4714300C",7366,"Ayuntamiento San Cebrián de Mazote","TRUE","TRUE","TRUE"
"7146","P4714400A",7367,"Ayuntamiento San Llorente","TRUE","TRUE","TRUE"
"7147","P4714500H",7368,"Ayuntamiento San Martín de Valvení","TRUE","TRUE","TRUE"
"7148","P4714600F",7369,"Ayuntamiento San Miguel del Arroyo","TRUE","TRUE","TRUE"
"7149","P4714700D",7370,"Ayuntamiento San Miguel del Pino","TRUE","TRUE","TRUE"
"7150","P4714800B",7371,"Ayuntamiento San Pablo de la Moraleja","TRUE","TRUE","TRUE"
"7151","P4714900J",7372,"Ayuntamiento San Pedro de Latarce","TRUE","TRUE",NA
"7152","P4715000H",7373,"Ayuntamiento San Pelayo","TRUE","TRUE",NA
"7153","P4715100F",7374,"Ayuntamiento San Román de Hornija","TRUE","TRUE","TRUE"
"7154","P4715200D",7375,"Ayuntamiento San Salvador","TRUE","TRUE",NA
"7155","P4715300B",7377,"Ayuntamiento Santa Eufemia del Arroyo","TRUE","TRUE","TRUE"
"7156","P4715400J",7378,"Ayuntamiento Santervás de Campos","TRUE","TRUE","TRUE"
"7157","P4715500G",7379,"Ayuntamiento Santibáñez de Valcorba","TRUE","TRUE","TRUE"
"7158","P4715600E",7380,"Ayuntamiento Santovenia de Pisuerga","TRUE","TRUE","TRUE"
"7159","P4715700C",7376,"Ayuntamiento San Vicente del Palacio","TRUE","TRUE","TRUE"
"7160","P4715800A",7381,"Ayuntamiento Sardón de Duero","TRUE","TRUE","TRUE"
"7161","P4715900I",7382,"Ayuntamiento La Seca","TRUE","TRUE","TRUE"
"7162","P4716000G",7383,"Ayuntamiento Serrada","TRUE","TRUE","TRUE"
"7163","P4716100E",7384,"Ayuntamiento Siete Iglesias de Trabancos","TRUE","TRUE","TRUE"
"7164","P4716200C",7385,"Ayuntamiento Simancas","TRUE","TRUE","TRUE"
"7165","P4716300A",7386,"Ayuntamiento Tamariz de Campos","TRUE","TRUE",NA
"7166","P4716400I",7387,"Ayuntamiento Tiedra","TRUE","TRUE","TRUE"
"7167","P4716500F",7388,"Ayuntamiento Tordehumos","TRUE","TRUE",NA
"7168","P4716600D",7389,"Ayuntamiento Tordesillas","TRUE","TRUE","TRUE"
"7169","P4716700B",7392,"Ayuntamiento Torrecilla de la Abadesa","TRUE","TRUE","TRUE"
"7170","P4716800J",7393,"Ayuntamiento Torrecilla de la Orden","TRUE","TRUE","TRUE"
"7171","P4716900H",7394,"Ayuntamiento Torrecilla de la Torre","TRUE","TRUE","TRUE"
"7172","P4717000F",7390,"Ayuntamiento Torre de Esgueva","TRUE","TRUE","TRUE"
"7173","P4717100D",7391,"Ayuntamiento Torre de Peñafiel","TRUE","TRUE","TRUE"
"7174","P4717200B",7395,"Ayuntamiento Torrelobatón","TRUE","TRUE","TRUE"
"7175","P4717300J",7396,"Ayuntamiento Torrescárcela","TRUE","TRUE","TRUE"
"7176","P4717400H",7397,"Ayuntamiento Traspinedo","TRUE","TRUE","TRUE"
"7177","P4717500E",7398,"Ayuntamiento Trigueros del Valle","TRUE","TRUE","TRUE"
"7178","P4717600C",7399,"Ayuntamiento Tudela de Duero","TRUE","TRUE","TRUE"
"7179","P4717700A",7400,"Ayuntamiento La Unión de Campos","TRUE","TRUE","TRUE"
"7180","P4717800I",7401,"Ayuntamiento Urones de Castroponce","TRUE","TRUE",NA
"7181","P4717900G",7402,"Ayuntamiento Urueña","TRUE","TRUE",NA
"7182","P4718000E",7403,"Ayuntamiento Valbuena de Duero","TRUE","TRUE","TRUE"
"7183","P4718100C",7404,"Ayuntamiento Valdearcos de la Vega","TRUE","TRUE","TRUE"
"7184","P4718200A",7405,"Ayuntamiento Valdenebro de los Valles","TRUE","TRUE","TRUE"
"7185","P4718300I",7406,"Ayuntamiento Valdestillas","TRUE","TRUE",NA
"7186","P4718400G",7407,"Ayuntamiento Valdunquillo","TRUE","TRUE","TRUE"
"7187","P4718500D",7409,"Ayuntamiento Valoria la Buena","TRUE","TRUE","TRUE"
"7188","P4718600B",7410,"Ayuntamiento Valverde de Campos","TRUE","TRUE","TRUE"
"7189","P4718800H",7411,"Ayuntamiento Vega de Ruiponce","TRUE","TRUE","TRUE"
"7190","P4718900F",7412,"Ayuntamiento Vega de Valdetronco","TRUE","TRUE",NA
"7191","P4719000D",7413,"Ayuntamiento Velascálvaro","TRUE","TRUE","TRUE"
"7192","P4719100B",7414,"Ayuntamiento Velilla","TRUE","TRUE","TRUE"
"7193","P4719200J",7415,"Ayuntamiento Velliza","TRUE","TRUE","TRUE"
"7194","P4719300H",7416,"Ayuntamiento Ventosa de la Cuesta","TRUE","TRUE",NA
"7195","P4719400F",7417,"Ayuntamiento Viana de Cega","TRUE","TRUE","TRUE"
"7196","P4719600A",7418,"Ayuntamiento Villabáñez","TRUE","TRUE","TRUE"
"7197","P4719700I",7419,"Ayuntamiento Villabaruz de Campos","TRUE","TRUE","TRUE"
"7198","P4719800G",7420,"Ayuntamiento Villabrágima","TRUE","TRUE","TRUE"
"7199","P4719900E",7421,"Ayuntamiento Villacarralón","TRUE","TRUE","TRUE"
"7200","P4720000A",7422,"Ayuntamiento Villacid de Campos","TRUE","TRUE","TRUE"
"7201","P4720100I",7423,"Ayuntamiento Villaco","TRUE","TRUE","TRUE"
"7202","P4720400C",7424,"Ayuntamiento Villafrades de Campos","TRUE","TRUE","TRUE"
"7203","P4720500J",7425,"Ayuntamiento Villafranca de Duero","TRUE","TRUE","TRUE"
"7204","P4720600H",7426,"Ayuntamiento Villafrechós","TRUE","TRUE","TRUE"
"7205","P4720700F",7427,"Ayuntamiento Villafuerte","TRUE","TRUE","TRUE"
"7206","P4720800D",7428,"Ayuntamiento Villagarcía de Campos","TRUE",NA,NA
"7207","P4720900B",7429,"Ayuntamiento Villagómez la Nueva","TRUE","TRUE","TRUE"
"7208","P4721000J",7430,"Ayuntamiento Villalán de Campos","TRUE","TRUE",NA
"7209","P4721100H",7431,"Ayuntamiento Villalar de los Comuneros","TRUE","TRUE","TRUE"
"7210","P4721200F",7432,"Ayuntamiento Villalba de la Loma","TRUE","TRUE","TRUE"
"7211","P4721300D",7433,"Ayuntamiento Villalba de los Alcores","TRUE","TRUE",NA
"7212","P4721400B",7434,"Ayuntamiento Villalbarba","TRUE","TRUE","TRUE"
"7213","P4721500I",7435,"Ayuntamiento Villalón de Campos","TRUE","TRUE","TRUE"
"7214","P4721600G",7436,"Ayuntamiento Villamuriel de Campos","TRUE","TRUE","TRUE"
"7215","P4721700E",7437,"Ayuntamiento Villán de Tordesillas","TRUE","TRUE","TRUE"
"7216","P4721800C",7438,"Ayuntamiento Villanubla","TRUE","TRUE","TRUE"
"7217","P4721900A",7439,"Ayuntamiento Villanueva de Duero","TRUE","TRUE","TRUE"
"7218","P4722000I",7440,"Ayuntamiento Villanueva de la Condesa","TRUE","TRUE",NA
"7219","P4722100G",7441,"Ayuntamiento Villanueva de los Caballeros","TRUE","TRUE",NA
"7220","P4722200E",7442,"Ayuntamiento Villanueva de los Infantes","TRUE","TRUE","TRUE"
"7221","P4722300C",7444,"Ayuntamiento Villanueva de San Mancio","TRUE","TRUE",NA
"7222","P4722400A",7445,"Ayuntamiento Villardefrades","TRUE","TRUE",NA
"7223","P4722500H",7446,"Ayuntamiento Villarmentero de Esgueva","TRUE","TRUE","TRUE"
"7224","P4722600F",7447,"Ayuntamiento Villasexmir","TRUE","TRUE",NA
"7225","P4722700D",7448,"Ayuntamiento Villavaquerín","TRUE","TRUE","TRUE"
"7226","P4722900J",7450,"Ayuntamiento Villaverde de Medina","TRUE","TRUE","TRUE"
"7227","P4723000H",7451,"Ayuntamiento Villavicencio de los Caballeros","TRUE","TRUE","TRUE"
"7228","P4723100F",7453,"Ayuntamiento Wamba","TRUE","TRUE","TRUE"
"7229","P4723200D",7454,"Ayuntamiento Zaratán","TRUE","TRUE","TRUE"
"7230","P4723300B",7455,"Ayuntamiento La Zarza","TRUE","TRUE","TRUE"
"7231","P4900004E",9194,"Mancomunidad Sayagua","TRUE","TRUE","TRUE"
"7232","P4900005B",9197,"Mancomunidad Tierra de Campos","TRUE","TRUE","TRUE"
"7233","P4900200I",7567,"Ayuntamiento Abezames","TRUE","TRUE",NA
"7234","P4900300G",7568,"Ayuntamiento Alcañices","TRUE","TRUE","TRUE"
"7235","P4900400E",7569,"Ayuntamiento Alcubilla de Nogales","TRUE","TRUE","TRUE"
"7236","P4900500B",7570,"Ayuntamiento Alfaraz de Sayago","TRUE","TRUE","TRUE"
"7237","P4900600J",7571,"Ayuntamiento Algodre","TRUE",NA,NA
"7238","P4900700H",7572,"Ayuntamiento Almaraz de Duero","TRUE","TRUE","TRUE"
"7239","P4900800F",7573,"Ayuntamiento Almeida de Sayago","TRUE","TRUE","TRUE"
"7240","P4900900D",7574,"Ayuntamiento Andavías","TRUE","TRUE","TRUE"
"7241","P4901000B",7575,"Ayuntamiento Arcenillas","TRUE","TRUE","TRUE"
"7242","P4901100J",7576,"Ayuntamiento Arcos de la Polvorosa","TRUE","TRUE","TRUE"
"7243","P4901300F",7578,"Ayuntamiento Argujillo","TRUE","TRUE","TRUE"
"7244","P4901500A",7579,"Ayuntamiento Arquillinos","TRUE","TRUE","TRUE"
"7245","P4901600I",7580,"Ayuntamiento Arrabalde","TRUE","TRUE","TRUE"
"7246","P4901700G",7581,"Ayuntamiento Aspariegos","TRUE","TRUE","TRUE"
"7247","P4901800E",7582,"Ayuntamiento Asturianos","TRUE","TRUE","TRUE"
"7248","P4901900C",7583,"Ayuntamiento Ayoó de Vidriales","TRUE","TRUE","TRUE"
"7249","P4902100I",7584,"Ayuntamiento Barcial del Barco","TRUE","TRUE","TRUE"
"7250","P4902200G",7585,"Ayuntamiento Belver de los Montes","TRUE","TRUE","TRUE"
"7251","P4902400C",7587,"Ayuntamiento Benegiles","TRUE","TRUE","TRUE"
"7252","P4902600H",7588,"Ayuntamiento Bermillo de Sayago","TRUE","TRUE","TRUE"
"7253","P4902700F",7589,"Ayuntamiento La Bóveda de Toro","TRUE","TRUE","TRUE"
"7254","P4902900B",7590,"Ayuntamiento Bretó","TRUE","TRUE","TRUE"
"7255","P4903000J",7591,"Ayuntamiento Bretocino","TRUE","TRUE","TRUE"
"7256","P4903100H",7592,"Ayuntamiento Brime de Sog","TRUE","TRUE","TRUE"
"7257","P4903200F",7593,"Ayuntamiento Brime de Urz","TRUE",NA,NA
"7258","P4903300D",7594,"Ayuntamiento Burganes de Valverde","TRUE","TRUE","TRUE"
"7259","P4903400B",7595,"Ayuntamiento Bustillo del Oro","TRUE","TRUE","TRUE"
"7260","P4903500I",7596,"Ayuntamiento Cabañas de Sayago","TRUE","TRUE","TRUE"
"7261","P4903600G",7597,"Ayuntamiento Calzadilla de Tera","TRUE",NA,NA
"7262","P4903700E",7598,"Ayuntamiento Camarzana de Tera","TRUE","TRUE","TRUE"
"7263","P4903800C",7599,"Ayuntamiento Cañizal","TRUE","TRUE","TRUE"
"7264","P4903900A",7600,"Ayuntamiento Cañizo","TRUE","TRUE","TRUE"
"7265","P4904000I",7601,"Ayuntamiento Carbajales de Alba","TRUE",NA,NA
"7266","P4904100G",7602,"Ayuntamiento Carbellino","TRUE","TRUE","TRUE"
"7267","P4904300C",7603,"Ayuntamiento Casaseca de Campeán","TRUE","TRUE","TRUE"
"7268","P4904400A",7604,"Ayuntamiento Casaseca de las Chanas","TRUE","TRUE","TRUE"
"7269","P4904500H",7605,"Ayuntamiento Castrillo de la Guareña","TRUE","TRUE","TRUE"
"7270","P4904600F",7606,"Ayuntamiento Castrogonzalo","TRUE","TRUE","TRUE"
"7271","P4904700D",7607,"Ayuntamiento Castronuevo","TRUE","TRUE","TRUE"
"7272","P4904800B",7608,"Ayuntamiento Castroverde de Campos","TRUE","TRUE","TRUE"
"7273","P4904900J",7609,"Ayuntamiento Cazurra","TRUE","TRUE","TRUE"
"7274","P4905100F",7610,"Ayuntamiento Cerecinos de Campos","TRUE","TRUE","TRUE"
"7275","P4905200D",7611,"Ayuntamiento Cerecinos del Carrizal","TRUE","TRUE","TRUE"
"7276","P4905400J",7612,"Ayuntamiento Cernadilla","TRUE","TRUE","TRUE"
"7277","P4906000G",7614,"Ayuntamiento Coomonte","TRUE","TRUE","TRUE"
"7278","P4906100E",7615,"Ayuntamiento Coreses","TRUE",NA,NA
"7279","P4906200C",7616,"Ayuntamiento Corrales del Vino","TRUE","TRUE","TRUE"
"7280","P4906300A",7617,"Ayuntamiento Cotanes del Monte","TRUE","TRUE","TRUE"
"7281","P4906400I",7618,"Ayuntamiento Cubillos","TRUE","TRUE","TRUE"
"7282","P4906500F",7619,"Ayuntamiento Cubo de Benavente","TRUE","TRUE","TRUE"
"7283","P4906700B",7621,"Ayuntamiento Cuelgamures","TRUE","TRUE","TRUE"
"7284","P4907000F",7622,"Ayuntamiento Entrala","TRUE",NA,NA
"7285","P4907200B",7623,"Ayuntamiento Espadañedo","TRUE","TRUE","TRUE"
"7286","P4907400H",7624,"Ayuntamiento Faramontanos de Tábara","TRUE","TRUE","TRUE"
"7287","P4907500E",7625,"Ayuntamiento Fariza","TRUE",NA,NA
"7288","P4907600C",7626,"Ayuntamiento Fermoselle","TRUE","TRUE",NA
"7289","P4907700A",7627,"Ayuntamiento Ferreras de Abajo","TRUE","TRUE","TRUE"
"7290","P4907800I",7628,"Ayuntamiento Ferreras de Arriba","TRUE","TRUE","TRUE"
"7291","P4907900G",7629,"Ayuntamiento Ferreruela","TRUE","TRUE","TRUE"
"7292","P4908300I",7631,"Ayuntamiento Fonfría","TRUE","TRUE","TRUE"
"7293","P4908800H",7634,"Ayuntamiento Fresno de la Ribera","TRUE","TRUE","TRUE"
"7294","P4908900F",7635,"Ayuntamiento Fresno de Sayago","TRUE","TRUE","TRUE"
"7295","P4909000D",7636,"Ayuntamiento Friera de Valverde","TRUE","TRUE","TRUE"
"7296","P4909200J",7637,"Ayuntamiento Fuente Encalada","TRUE","TRUE","TRUE"
"7297","P4909300H",7638,"Ayuntamiento Fuentelapeña","TRUE","TRUE","TRUE"
"7298","P4909400F",7640,"Ayuntamiento Fuentesaúco","TRUE","TRUE","TRUE"
"7299","P4909500C",7639,"Ayuntamiento Fuentes de Ropel","TRUE","TRUE","TRUE"
"7300","P4909600A",7641,"Ayuntamiento Fuentesecas","TRUE","TRUE","TRUE"
"7301","P4909700I",7642,"Ayuntamiento Fuentespreadas","TRUE","TRUE","TRUE"
"7302","P4909800G",7643,"Ayuntamiento Galende","TRUE",NA,NA
"7303","P4909900E",7644,"Ayuntamiento Gallegos del Pan","TRUE",NA,NA
"7304","P4910300E",7647,"Ayuntamiento Gema","TRUE","TRUE","TRUE"
"7305","P4910400C",7648,"Ayuntamiento Granja de Moreruela","TRUE","TRUE","TRUE"
"7306","P4910500J",7649,"Ayuntamiento Granucillo","TRUE",NA,NA
"7307","P4910700F",7651,"Ayuntamiento Hermisende","TRUE","TRUE","TRUE"
"7308","P4910800D",7652,"Ayuntamiento La Hiniesta","TRUE","TRUE","TRUE"
"7309","P4910900B",7653,"Ayuntamiento Jambrina","TRUE","TRUE","TRUE"
"7310","P4911000J",7654,"Ayuntamiento Justel","TRUE","TRUE","TRUE"
"7311","P4911100H",7655,"Ayuntamiento Losacino","TRUE","TRUE","TRUE"
"7312","P4911200F",7656,"Ayuntamiento Losacio","TRUE","TRUE","TRUE"
"7313","P4911300D",7657,"Ayuntamiento Lubián","TRUE","TRUE","TRUE"
"7314","P4911400B",7658,"Ayuntamiento Luelmo","TRUE","TRUE","TRUE"
"7315","P4911500I",7659,"Ayuntamiento El Maderal","TRUE","TRUE","TRUE"
"7316","P4911600G",7660,"Ayuntamiento Madridanos","TRUE","TRUE","TRUE"
"7317","P4911700E",7661,"Ayuntamiento Mahide","TRUE","TRUE","TRUE"
"7318","P4911800C",7662,"Ayuntamiento Maire de Castroponce","TRUE","TRUE","TRUE"
"7319","P4912000I",7663,"Ayuntamiento Malva","TRUE","TRUE","TRUE"
"7320","P4912100G",7664,"Ayuntamiento Manganeses de la Lampreana","TRUE","TRUE","TRUE"
"7321","P4912200E",7665,"Ayuntamiento Manganeses de la Polvorosa","TRUE","TRUE","TRUE"
"7322","P4912400A",7668,"Ayuntamiento Manzanal del Barco","TRUE",NA,NA
"7323","P4912500H",7667,"Ayuntamiento Manzanal de los Infantes","TRUE","TRUE","TRUE"
"7324","P4912700D",7670,"Ayuntamiento Matilla la Seca","TRUE","TRUE","TRUE"
"7325","P4912800B",7671,"Ayuntamiento Mayalde","TRUE","TRUE","TRUE"
"7326","P4912900J",7672,"Ayuntamiento Melgar de Tera","TRUE","TRUE","TRUE"
"7327","P4913000H",7673,"Ayuntamiento Micereces de Tera","TRUE","TRUE",NA
"7328","P4913100F",7674,"Ayuntamiento Milles de la Polvorosa","TRUE","TRUE",NA
"7329","P4913300B",7675,"Ayuntamiento Molacillos","TRUE","TRUE","TRUE"
"7330","P4913400J",7676,"Ayuntamiento Molezuelas de la Carballeda","TRUE","TRUE","TRUE"
"7331","P4913500G",7677,"Ayuntamiento Mombuey","TRUE","TRUE",NA
"7332","P4913600E",7678,"Ayuntamiento Monfarracinos","TRUE","TRUE","TRUE"
"7333","P4913700C",7679,"Ayuntamiento Montamarta","TRUE","TRUE","TRUE"
"7334","P4913800A",7680,"Ayuntamiento Moral de Sayago","TRUE","TRUE","TRUE"
"7335","P4913900I",7682,"Ayuntamiento Moraleja del Vino","TRUE","TRUE","TRUE"
"7336","P4914000G",7681,"Ayuntamiento Moraleja de Sayago","TRUE","TRUE",NA
"7337","P4914100E",7686,"Ayuntamiento Morales del Vino","TRUE",NA,NA
"7338","P4914300A",7684,"Ayuntamiento Morales de Toro","TRUE","TRUE","TRUE"
"7339","P4914400I",7685,"Ayuntamiento Morales de Valverde","TRUE","TRUE","TRUE"
"7340","P4914500F",7687,"Ayuntamiento Moralina","TRUE","TRUE","TRUE"
"7341","P4914600D",7688,"Ayuntamiento Moreruela de los Infanzones","TRUE","TRUE","TRUE"
"7342","P4914700B",7689,"Ayuntamiento Moreruela de Tábara","TRUE","TRUE","TRUE"
"7343","P4914800J",7690,"Ayuntamiento Muelas de los Caballeros","TRUE","TRUE","TRUE"
"7344","P4914900H",7691,"Ayuntamiento Muelas del Pan","TRUE","TRUE","TRUE"
"7345","P4915000F",7692,"Ayuntamiento Muga de Sayago","TRUE","TRUE",NA
"7346","P4915100D",7693,"Ayuntamiento Navianos de Valverde","TRUE","TRUE","TRUE"
"7347","P4915200B",7694,"Ayuntamiento Olmillos de Castro","TRUE","TRUE",NA
"7348","P4915300J",7695,"Ayuntamiento Otero de Bodas","TRUE","TRUE","TRUE"
"7349","P4915700A",7698,"Ayuntamiento Palacios del Pan","TRUE","TRUE","TRUE"
"7350","P4915800I",7697,"Ayuntamiento Palacios de Sanabria","TRUE","TRUE","TRUE"
"7351","P4916000E",7699,"Ayuntamiento Pedralba de la Pradería","TRUE",NA,NA
"7352","P4916200A",7701,"Ayuntamiento Peleagonzalo","TRUE","TRUE","TRUE"
"7353","P4916300I",7702,"Ayuntamiento Peleas de Abajo","TRUE","TRUE","TRUE"
"7354","P4916500D",7703,"Ayuntamiento Peñausende","TRUE","TRUE","TRUE"
"7355","P4916600B",7704,"Ayuntamiento Peque","TRUE","TRUE","TRUE"
"7356","P4916800H",7706,"Ayuntamiento Pereruela","TRUE","TRUE","TRUE"
"7357","P4916900F",7707,"Ayuntamiento Perilla de Castro","TRUE","TRUE",NA
"7358","P4917000D",7708,"Ayuntamiento Pías","TRUE","TRUE","TRUE"
"7359","P4917100B",7709,"Ayuntamiento Piedrahita de Castro","TRUE","TRUE","TRUE"
"7360","P4917200J",7710,"Ayuntamiento Pinilla de Toro","TRUE","TRUE",NA
"7361","P4917300H",7711,"Ayuntamiento Pino del Oro","TRUE","TRUE","TRUE"
"7362","P4917400F",7712,"Ayuntamiento El Piñero","TRUE","TRUE","TRUE"
"7363","P4917600A",7714,"Ayuntamiento Pobladura del Valle","TRUE","TRUE","TRUE"
"7364","P4917700I",7713,"Ayuntamiento Pobladura de Valderaduey","TRUE","TRUE","TRUE"
"7365","P4918000C",7716,"Ayuntamiento Pozoantiguo","TRUE",NA,NA
"7366","P4918100A",7717,"Ayuntamiento Pozuelo de Tábara","TRUE","TRUE","TRUE"
"7367","P4918400E",7719,"Ayuntamiento Puebla de Sanabria","TRUE","TRUE","TRUE"
"7368","P4918500B",7720,"Ayuntamiento Pueblica de Valverde","TRUE","TRUE","TRUE"
"7369","P4918600J",7722,"Ayuntamiento Quintanilla del Monte","TRUE","TRUE","TRUE"
"7370","P4918700H",7723,"Ayuntamiento Quintanilla del Olmo","TRUE","TRUE","TRUE"
"7371","P4918800F",7721,"Ayuntamiento Quintanilla de Urz","TRUE",NA,NA
"7372","P4918900D",7724,"Ayuntamiento Quiruelas de Vidriales","TRUE","TRUE",NA
"7373","P4919000B",7725,"Ayuntamiento Rabanales","TRUE","TRUE","TRUE"
"7374","P4919100J",7726,"Ayuntamiento Rábano de Aliste","TRUE","TRUE","TRUE"
"7375","P4919300F",7728,"Ayuntamiento Revellinos","TRUE","TRUE",NA
"7376","P4919600I",7729,"Ayuntamiento Riofrío de Aliste","TRUE","TRUE","TRUE"
"7377","P4919700G",7730,"Ayuntamiento Rionegro del Puente","TRUE","TRUE","TRUE"
